kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci;kierunki
 Dziennikarstwo i komunikacja społeczna ;2219,36; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.48 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Bezpieczeństwo wewnętrzne ;2444,89; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Inżynieria środowiska ;2611,94; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
Kierunki humanistyczne;2066,81; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Biologia ;2512,78; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia; 0.45 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki przyrodnicze
 Prawo kanoniczne ;2390,44; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie; 0.43 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
Kierunki humanistyczne;2384; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Socjologia ;2487,09; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.38 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Chemia ;2253,42; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.38 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
Kierunki humanistyczne;2476,06; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.38 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Nauki o rodzinie ;1922,54; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
Kierunki humanistyczne;1832,37; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
Kierunki humanistyczne;2000; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Kulturoznawstwo ;2148,69; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Ochrona środowiska ;1455,62; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki przyrodnicze
 Praca socjalna ;1618,03; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Biologia ;1905,93; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.3 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki przyrodnicze
 Mechatronika ;4685,23; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 1.16 ;Pierwszy prog;pomorskie;4,9;93;Kierunki techniczne
 Mechatronika ;4658,97; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 1.05 ;Pierwszy prog;pomorskie;4,9;93;Kierunki techniczne
Kierunki humanistyczne;4130,33; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia; 0.96 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Informatyka ;3825,23; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.92 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Wychowanie fizyczne ;3613,76; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia; 0.9 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
 Informatyka ;4042,9; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.88 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
Kierunki humanistyczne;3563,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.83 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Bezpieczeństwo i higiena pracy ;3688,68; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.81 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
Kierunki humanistyczne;3240,77; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.8 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Bezpieczeństwo narodowe ;3251,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Bezpieczeństwo narodowe ;3251,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Pedagogika ;2848,7; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia; 0.7 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Wychowanie fizyczne ;3047,49; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.7 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
Kierunki humanistyczne;2955,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.69 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Administracja ;2872,87; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia; 0.68 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Matematyka ;2690,01; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Inżynieria techniczno-informatyczna ;2974,35; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.66 ;Pierwszy prog;pomorskie;4,9;93;Kierunki techniczne
 Rewitalizacja dróg wodnych - k. unikatowy ;2967,99; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.65 ;Pierwszy prog;pomorskie;4,9;93;Kierunki przyrodnicze
 Psychologia ;2661,7; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;Jednolite-magisterskie; 0.63 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Bezpieczeństwo i higiena pracy ;2752,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.63 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
Kierunki humanistyczne;2596,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.62 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
Kierunki humanistyczne;2588,88; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.61 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Administracja ;2479,9; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.61 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Pedagogika ;2272,78; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.6 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Wychowanie fizyczne ;2473,37; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
 Mechatronika ;2703,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.58 ;Pierwszy prog;pomorskie;4,9;93;Kierunki techniczne
 Kulturoznawstwo ;2706,52; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Administracja ;2442,66; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Psychologia ;2616,25; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;Jednolite-magisterskie; 0.58 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
Kierunki humanistyczne;2403,86; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.57 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Pedagogika wczesnoszkolna ;2346,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia; 0.57 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
Kierunki humanistyczne;2614,18; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.55 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Pedagogika ;2378,3; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.54 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Praca socjalna ;2116,8; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.54 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Geografia ;2425,08; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.53 ;Pierwszy prog;pomorskie;4,9;93;Kierunki przyrodnicze
 Pedagogika wczesnoszkolna ;2346,78; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.53 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Biologia ;2401,76; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.52 ;Pierwszy prog;pomorskie;4,9;93;Kierunki przyrodnicze
 Ekonomia ;2212,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.51 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ekonomiczne
 Ekonomia ;2212,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.51 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ekonomiczne
 Inżynieria bezpieczeństwa ;1939,91; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.49 ;Pierwszy prog;pomorskie;4,9;93;Kierunki techniczne
Kierunki humanistyczne;2263,09; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.48 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Dziennikarstwo i komunikacja społeczna ;1954,56; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.47 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Logopedia ;1836,27; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.43 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Turystyka i rekreacja ;1877,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia; 0.43 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
Kierunki humanistyczne;1957,69; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.43 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Dziennikarstwo i komunikacja społeczna ;1844,15; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.42 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Innowacyjność i zarządzanie sferą publiczną ;1780,77; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.42 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Wychowanie fizyczne ;1755,36; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
 Stosunki międzynarodowe ;1859,92; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ekonomiczne
 Matematyka ;1717,74; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.39 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Pedagogika ;1728; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.38 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
Kierunki humanistyczne;1451,13; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.34 ;Pierwszy prog;pomorskie;4,9;93;Kierunki ścisłe
 Administracja ;1363,18; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.31 ;Pierwszy prog;pomorskie;4,9;93;Kierunki społeczne
 Turystyka i rekreacja ;1099,14; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia; 0.23 ;Pierwszy prog;pomorskie;4,9;93;Kierunki medyczne
 Informatyka ;7600,79; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 1.74 ;Drugi prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;6836,75; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 1.34 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;4800,97; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 1.03 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;4728,41; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 1.02 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Politologia ;4432,31; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.98 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Logistyka ;4327,81; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.98 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Leśnictwo ;3889,93; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.95 ;Pierwszy prog;łódzkie;6,1;75;Kierunki rolnicze i leśne
 Informatyka ;4538,67; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.93 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;3674,58; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.91 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Zarządzanie zasobami ludzkimi ;4355,33; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.9 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;4005,44; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.89 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Logistyka ;3993,52; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.89 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Logistyka ;4340,63; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.88 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
Kierunki humanistyczne;3530,28; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.86 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Zarządzanie ;4337,72; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.86 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
Kierunki humanistyczne;4098,5; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.83 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Administracja ;3283,85; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.83 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Logistyka ;3600,22; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.82 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
Kierunki humanistyczne;3694,07; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.82 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Administracja ;3236,68; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.81 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Finanse i rachunkowość ;3512,15; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.81 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
Kierunki humanistyczne;3901,62; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 0.81 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Rachunkowość ;3756,42; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
Kierunki humanistyczne;3852,98; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Rynek finansowy ;3624,33; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.79 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;3158,23; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.79 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Informatyka i ekonometria ;3652,64; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.78 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Finanse i rachunkowość ;3431,41; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.77 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Socjologia ;3180,52; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.76 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Geoinformacja ;3502,4; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.76 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;3375,03; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
Kierunki humanistyczne;3836,59; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Administracja ;3462,89; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.74 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Finanse i rachunkowość ;3229,16; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Chemia ;3274,05; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Politologia ;3147,14; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Logistyka ;3358,46; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Finanse i rachunkowość ;3041,62; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Business management ;3107,97; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 0.72 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Polityka społeczna ;3309,02; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.72 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Prawo podatkowe i rachunkowość ;3275,49; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia; 0.72 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
Kierunki humanistyczne;3264,18; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia; 0.71 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Finanse i rachunkowość ;3215,44; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.7 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Prawo ;3141,24; Uniwersytet Łódzki ;2018;Niestacjonarne;Jednolite-magisterskie; 0.68 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Ekonomia ;2914,3; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.68 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Analityka chemiczna ;2824,2; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
Kierunki humanistyczne;3191,49; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
