kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci
 Transport i logistyka ;4144,97; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;1,08;Pierwszy prog;mazowieckie;4,9;113
 Transport i logistyka ;4467,76; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;1,05;Pierwszy prog;mazowieckie;4,9;113
 Mechanika i budowa maszyn ;4401,11; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;0,99;Pierwszy prog;mazowieckie;4,9;113
 Mechanika i budowa maszyn ;3630,32; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;0,91;Pierwszy prog;mazowieckie;4,9;113
 Mechanika i budowa maszyn ;3727,69; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,89;Pierwszy prog;mazowieckie;4,9;113
 Mechanika i budowa maszyn ;3489,9; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,86;Pierwszy prog;mazowieckie;4,9;113
 Elektrotechnika ;3934,43; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,81;Pierwszy prog;mazowieckie;4,9;113
 Pielęgniarstwo ;3456,07; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Filologia ;3505,5; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;0,77;Pierwszy prog;mazowieckie;4,9;113
 Towaroznawstwo ;3240,77; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;2814,13; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;0,64;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;2500; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;0,64;Pierwszy prog;mazowieckie;4,9;113
 Informatyka ;2740,87; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,61;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;2783,77; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;0,6;Pierwszy prog;mazowieckie;4,9;113
 Elektrotechnika ;2682; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,6;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2535,6; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;II stopnia;0,58;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;2460,67; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;0,57;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;2460,67; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;0,57;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2456,03; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,56;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2283,82; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,55;Pierwszy prog;mazowieckie;4,9;113
 Filologia: specjalizacja: filologia angielska ;2538,01; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Niestacjonarne;I stopnia;0,55;Pierwszy prog;mazowieckie;4,9;113
 Technologia chemiczna ;2418,63; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;mazowieckie;4,9;113
 Transport i logistyka ;2250; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;mazowieckie;4,9;113
 Dziennikarstwo ;2119,02; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;mazowieckie;4,9;113
 Samochody i bezpieczeństwo w transporcie drogowym ;2244,05; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;mazowieckie;4,9;113
 Praca socjalna ;2109,37; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;mazowieckie;4,9;113
 Budownictwo ;1817,53; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;2033,78; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;mazowieckie;4,9;113
 Transport i logistyka ;1964; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,43;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;1681,8; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,42;Pierwszy prog;mazowieckie;4,9;113
 Filologia ;1833,19; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,41;Pierwszy prog;mazowieckie;4,9;113
 Wzornictwo ;1521,76; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;II stopnia;0,41;Pierwszy prog;mazowieckie;4,9;113
 Technologia chemiczna ;1679,55; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;mazowieckie;4,9;113
 Turystyka i rekreacja ;1586,08; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;mazowieckie;4,9;113
 Logistyka ;1603,2; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;1402,95; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;mazowieckie;4,9;113
 Wychowanie fizyczne ;1551,56; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,33;Pierwszy prog;mazowieckie;4,9;113
 Architektura wnętrz ;1597,65; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,26;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;985,17; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,24;Pierwszy prog;mazowieckie;4,9;113
 Prawo w działalności gospodarczej ;945,52; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,23;Pierwszy prog;mazowieckie;4,9;113
 Kosmetologia ;671,22; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0,16;Pierwszy prog;mazowieckie;4,9;113
 Fizjoterapia ;0; Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu ;2018;Stacjonarne;I stopnia;0;Pierwszy prog;mazowieckie;4,9;113
 Studia wschodnie ;4341,41; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;1,06;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: język francuski stosowany, z hiszpańskim ;3890,73; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,86;Pierwszy prog;podlaskie;7,7;75
 Administracja ;3080,28; Uniwersytet w Białymstoku ;2018;Niestacjonarne;II stopnia;0,74;Pierwszy prog;podlaskie;7,7;75
 Informatyka ;3412,91; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,74;Pierwszy prog;podlaskie;7,7;75
 Ekonomia ;2870,75; Uniwersytet w Białymstoku ;2018;Niestacjonarne;II stopnia;0,71;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: filologia angielska ;2997,99; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;podlaskie;7,7;75
 Historia ;2764,23; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,68;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: filologia angielska z elementami translatoryki ;3075,34; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;podlaskie;7,7;75
 Ekonomia ;3057,71; Uniwersytet w Białymstoku ;2018;Niestacjonarne;I stopnia;0,67;Pierwszy prog;podlaskie;7,7;75
 Informatyka i ekonometria ;2700,36; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,63;Pierwszy prog;podlaskie;7,7;75
 Pedagogika ;2727,87; Uniwersytet w Białymstoku ;2018;Niestacjonarne;II stopnia;0,63;Pierwszy prog;podlaskie;7,7;75
 Matematyka ;2878,64; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,63;Pierwszy prog;podlaskie;7,7;75
 Bezpieczeństwo narodowe ;2746,87; Uniwersytet w Białymstoku ;2018;Niestacjonarne;II stopnia;0,62;Pierwszy prog;podlaskie;7,7;75
 Prawo ;2832,25; Uniwersytet w Białymstoku ;2018;Niestacjonarne;Jednolite-magisterskie;0,62;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;2690,19; Uniwersytet w Białymstoku ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;podlaskie;7,7;75
 Bezpieczeństwo narodowe ;2590,84; Uniwersytet w Białymstoku ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;podlaskie;7,7;75
 Kryminologia ;2727,14; Uniwersytet w Białymstoku ;2018;Niestacjonarne;II stopnia;0,6;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: język angielski stosowany, z hiszpańskim ;2343,45; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,6;Pierwszy prog;podlaskie;7,7;75
 Kulturoznawstwo ;2706,13; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,59;Pierwszy prog;podlaskie;7,7;75
 Matematyka ;3022,75; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;podlaskie;7,7;75
 Administracja ;2473,3; Uniwersytet w Białymstoku ;2018;Niestacjonarne;I stopnia;0,57;Pierwszy prog;podlaskie;7,7;75
 Ekonomia ;2434,09; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,56;Pierwszy prog;podlaskie;7,7;75
 Pedagogika ;2518,41; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,55;Pierwszy prog;podlaskie;7,7;75
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;2045,72; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;podlaskie;7,7;75
 Ekonomiczno-prawny ;2452,58; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;podlaskie;7,7;75
 Historia ;2246,8; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: filologia rosyjska - przekładoznawstwo ;2363,57; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;podlaskie;7,7;75
 Chemia ;2430; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;podlaskie;7,7;75
 Bezpieczeństwo narodowe ;2237,21; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;podlaskie;7,7;75
 Biologia ;2557,22; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;podlaskie;7,7;75
 Biologia ;2557,22; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;podlaskie;7,7;75
 Kryminologia ;2219,11; Uniwersytet w Białymstoku ;2018;Niestacjonarne;I stopnia;0,52;Pierwszy prog;podlaskie;7,7;75
 Prawo ;2376,59; Uniwersytet w Białymstoku ;2018;Stacjonarne;Jednolite-magisterskie;0,52;Pierwszy prog;podlaskie;7,7;75
 Praca socjalna ;2202,7; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,51;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: język francuski (od podstaw) z angielskim - profil tłumaczeniowy ;2191,75; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;podlaskie;7,7;75
 Kulturoznawstwo ;2392; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,5;Pierwszy prog;podlaskie;7,7;75
 Informatyka ;2111,81; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;podlaskie;7,7;75
 Filologia polska ;2073,93; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,49;Pierwszy prog;podlaskie;7,7;75
 Administracja ;2284,97; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,49;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;2313,24; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,48;Pierwszy prog;podlaskie;7,7;75
 Filologia polska ;2036,61; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;podlaskie;7,7;75
 Filozofia i etyka ;2137,5; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;podlaskie;7,7;75
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;2113,4; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,47;Pierwszy prog;podlaskie;7,7;75
 Kryminologia ;2095,16; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;podlaskie;7,7;75
 Ekonomia ;1977,45; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,45;Pierwszy prog;podlaskie;7,7;75
 Pedagogika ;1939,58; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,44;Pierwszy prog;podlaskie;7,7;75
 Bezpieczeństwo narodowe ;2001,47; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,44;Pierwszy prog;podlaskie;7,7;75
 Kryminologia ;1959,03; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,44;Pierwszy prog;podlaskie;7,7;75
 Socjologia ;1879,1; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,43;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: język angielski stosowany z językiem rosyjskim ;1708,73; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;podlaskie;7,7;75
 Ekonomiczno-prawny ;1827,73; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;podlaskie;7,7;75
 Logistyka ;1959,42; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;1907,42; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,4;Pierwszy prog;podlaskie;7,7;75
 Chemia ;1852,79; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;podlaskie;7,7;75
 Stosunki międzynarodowe ;1765,62; Uniwersytet w Białymstoku ;2018;Stacjonarne;II stopnia;0,39;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: filologia angielska ;1841,77; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,37;Pierwszy prog;podlaskie;7,7;75
 Praca socjalna ;1571,81; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;podlaskie;7,7;75
 Filologia: specjalizacja: filologia rosyjska - komunikacja językowa w sferze biznesu ;1687,5; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;podlaskie;7,7;75
 Stosunki międzynarodowe ;1693,69; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,35;Pierwszy prog;podlaskie;7,7;75
 Administracja ;1544,67; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,35;Pierwszy prog;podlaskie;7,7;75
 Biologia ;1526,09; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,33;Pierwszy prog;podlaskie;7,7;75
 Socjologia ;1293,85; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,28;Pierwszy prog;podlaskie;7,7;75
 Kognitywistyka i komunikacja ;1189,33; Uniwersytet w Białymstoku ;2018;Stacjonarne;I stopnia;0,27;Pierwszy prog;podlaskie;7,7;75
 Inżynieria środowiska ;5627,63; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,44;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pielęgniarstwo ;5119,11; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;1,28;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Informatyka ;5796,44; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,26;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechatronika ;4546,52; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;1,13;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Budownictwo ;4446,43; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,12;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria precyzyjna w produkcji rolno-spożywczej ;4312,97; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,1;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Informatyka ;4334,43; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;1,09;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia angielska ;4259,18; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,06;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechanika i budowa maszyn ;4297,76; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;1,04;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Energetyka ;4136,98; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;1;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechanika i budowa maszyn ;4274,23; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,95;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Technologia żywności i żywienie człowieka ;3391,31; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,89;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechanika i budowa maszyn ;3811,56; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,86;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pielęgniarstwo ;3629,05; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,85;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo narodowe ;3432,52; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,83;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Budownictwo ;3459,64; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,8;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria chemiczna i procesowa ;3416,36; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,76;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zootechnika ;3205,04; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,75;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Administracja ;3095,66; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,75;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Budownictwo ;3268,52; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,75;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Matematyka ;2884,03; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,74;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;3368; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,74;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Socjologia ;3132,25; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,74;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Informatyka ;2973,71; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,72;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo wewnętrzne ;3488,26; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,72;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia specjalność nauczycielska w zakresie języka angielskiego ;3178,2; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,72;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zarządzanie ;2984,77; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,71;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Energetyka ;3366,51; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechatronika ;3001,26; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Administracja ;2994,12; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,7;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Informatyka ;3086,29; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria środowiska ;2915,5; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia polska ;2745,62; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika ;2876,24; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,69;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo narodowe ;2960,61; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,68;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo wewnętrzne ;3041,38; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,68;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Technologia żywności i żywienie człowieka ;2813,97; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,68;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zarządzanie ;2730,93; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,68;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Rolnictwo ;2645,86; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,67;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;2831,12; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,66;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bioinżynieria produkcji żywności ;2608,72; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,66;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;2831,12; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,66;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Geodezja i kartografia ;2582,28; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,66;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria środowiska ;2528; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Technologia żywności i żywienie człowieka ;2818,27; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,65;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria precyzyjna w produkcji rolno-spożywczej ;2944,51; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,64;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Rolnictwo ;2820,04; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,64;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia rosyjska ;2923,61; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,63;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Budownictwo ;2439,27; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,62;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Historia ;2466,78; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,62;Pierwszy prog;warmińsko-mazurskie;10,4;58
